publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3367749,earthquake,2010-09-06T11:40:50.464Z,2013-08-12T14:25:00.000Z,171.85748,-43.57884,5,7.566,Mw,,GROPE,reviewed,,nz1dr,67,35,,0.041,85,0.1861,,25.66677103
3367750,earthquake,2010-09-06T11:47:10.516Z,2013-07-16T14:13:00.000Z,172.39188,-43.55684,3.627,8.1575,ML,,GROPE,reviewed,,nz1dr,28,14,21,0.069,104,0.20153,0.327,18.34618165
3367753,earthquake,2010-09-06T11:54:24.483Z,2013-07-16T14:13:00.000Z,172.48956,-43.62613,3.9,7.6971,Mw,,GROPE,reviewed,,nz1dr,43,25,,0.016,59,0.16655,,28.14208509
3367756,earthquake,2010-09-06T11:58:15.617Z,2013-07-16T14:13:00.000Z,172.43771,-43.52274,3.037,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,7,0.145,121,0.21206,0.317,21.75600031
3367757,earthquake,2010-09-06T11:59:48.530Z,2013-07-16T14:13:00.000Z,172.32553,-43.56027,3.418,6.6855,ML,,GROPE,reviewed,,nz1dr,28,14,23,0.02,97,0.18365,0.386,13.21984533
3367759,earthquake,2010-09-06T12:06:49.700Z,2013-07-16T14:13:00.000Z,171.86179,-43.5693,2.822,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.274,152,0.18935,0.233,25.11153703
3367764,earthquake,2010-09-06T12:19:18.794Z,2013-07-16T14:13:00.000Z,172.19391,-43.55455,3.207,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,12,0.254,144,0.17116,0.124,3.681888222
3367765,earthquake,2010-09-06T12:21:27.467Z,2013-07-16T14:13:00.000Z,171.88638,-43.52766,4.2,9.4562,Mw,,GROPE,reviewed,,nz1dr,36,18,,0.095,86,0.1858,,22.6997342
3383531,earthquake,2010-09-06T12:27:31.791Z,2013-07-16T14:47:00.000Z,172.36807,-43.5659,2.812,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.186,137,0.13979,0.312,16.69062454
3367766,earthquake,2010-09-06T12:28:11.528Z,2013-07-16T14:14:00.000Z,172.38159,-43.56385,3.004,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.176,135,0.16472,0.218,17.69241073
3367770,earthquake,2010-09-06T12:36:54.297Z,2013-07-16T14:14:00.000Z,172.39595,-43.61454,2.958,12,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.169,201,0.06536,0.221,20.77277198
3367772,earthquake,2010-09-06T12:41:14.997Z,2013-07-16T14:14:00.000Z,171.89377,-43.53951,2.766,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.237,147,0.17708,0.17,22.14333277
3367773,earthquake,2010-09-06T12:43:06.459Z,2013-07-16T14:14:00.000Z,172.47055,-43.63601,3.472,8.7556,ML,,GROPE,reviewed,,nz1dr,27,14,22,0.03,72,0.18952,0.293,27.20708803
3383548,earthquake,2010-09-06T12:46:06.865Z,2013-07-16T14:47:00.000Z,172.23045,-43.61353,3.233,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,8,0.288,134,0.14578,0.083,10.8294337
3367774,earthquake,2010-09-06T12:47:24.580Z,2013-07-16T14:14:00.000Z,172.47835,-43.6174,3.641,7.2941,ML,,GROPE,reviewed,,nz1dr,34,17,24,0.011,60,0.16353,0.249,26.93883232
3383552,earthquake,2010-09-06T12:48:29.808Z,2013-07-16T14:47:00.000Z,172.35759,-43.57785,3.141,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,9,0.193,196,0.07101,0.228,16.28391287
3367776,earthquake,2010-09-06T12:51:11.669Z,2013-07-16T14:14:00.000Z,172.3819,-43.56094,3.87,7.7924,ML,,GROPE,reviewed,,nz1dr,47,24,35,0.034,41,0.18284,0.214,17.6457394
3367780,earthquake,2010-09-06T13:06:18.966Z,2013-07-16T14:14:00.000Z,172.38155,-43.55667,2.7,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.177,132,0.22161,0.243,17.52413693
3383888,earthquake,2010-09-06T13:12:31.892Z,2013-07-16T14:47:00.000Z,172.34467,-43.59589,2.924,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,10,0.203,203,0.0867,0.29,16.15342407
3367784,earthquake,2010-09-06T13:16:07.346Z,2013-07-16T14:14:00.000Z,172.39426,-43.56375,3.009,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.167,134,0.1958,0.254,18.68535366
3367790,earthquake,2010-09-06T13:25:53.346Z,2013-07-16T14:14:00.000Z,172.33975,-43.59227,2.908,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,8,0.206,203,0.04945,0.294,15.61519223
3385575,earthquake,2010-09-06T13:26:02.641Z,2013-07-16T14:47:00.000Z,171.84453,-43.57986,2.833,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.289,153,0.13311,0.151,26.70941871
3367792,earthquake,2010-09-06T13:32:20.482Z,2013-07-16T14:14:00.000Z,172.38214,-43.55365,2.653,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.177,93,0.41225,0.35,17.51200349
3367793,earthquake,2010-09-06T13:34:00.874Z,2013-07-16T14:14:00.000Z,171.84741,-43.58017,2.811,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.288,153,0.16266,0.241,26.49056354
3367795,earthquake,2010-09-06T13:39:52.509Z,2013-07-16T14:14:00.000Z,172.39165,-43.57128,3.411,4.6326,ML,,GROPE,reviewed,,nz1dr,27,14,22,0.069,98,0.19411,0.122,18.6804262
3367799,earthquake,2010-09-06T13:53:35.801Z,2013-07-16T14:14:00.000Z,171.88065,-43.57105,3.417,7.504,ML,,GROPE,reviewed,,nz1dr,28,14,24,0.057,122,0.19731,0.158,23.65865017
3367808,earthquake,2010-09-06T14:15:58.281Z,2013-07-16T14:14:00.000Z,172.41733,-43.53486,3.034,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,11,0.155,124,0.17322,0.201,20.12243964
3367814,earthquake,2010-09-06T14:31:11.734Z,2013-07-16T14:14:00.000Z,172.43311,-43.62395,3.145,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,9,0.146,146,0.16844,0.267,23.91184796
3367816,earthquake,2010-09-06T14:34:57.637Z,2013-07-16T14:14:00.000Z,172.34018,-43.5802,2.707,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.206,200,0.0955,0.23,15.07467375
3367817,earthquake,2010-09-06T14:36:20.429Z,2013-07-16T14:14:00.000Z,172.31667,-43.562,2.98,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.223,139,0.1466,0.268,12.59271252
3367818,earthquake,2010-09-06T14:40:29.254Z,2013-07-16T14:14:00.000Z,171.8266,-43.59192,2.776,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.306,156,0.13725,0.229,28.42736517
3386028,earthquake,2010-09-06T14:42:03.030Z,2013-07-16T14:47:00.000Z,172.36214,-43.58667,3.04,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.19,198,0.11798,0.289,16.98403439
3367820,earthquake,2010-09-06T14:47:59.061Z,2013-07-16T14:14:00.000Z,171.93562,-43.56523,3.272,7.3093,ML,,GROPE,reviewed,,nz1dr,28,14,22,0.093,106,0.17305,0.152,19.1929724
3367822,earthquake,2010-09-06T14:52:15.089Z,2013-07-16T14:14:00.000Z,172.40036,-43.54985,3.166,6.4013,ML,,GROPE,reviewed,,nz1dr,28,14,18,0.076,106,0.14927,0.239,18.90143827
3367825,earthquake,2010-09-06T15:03:42.450Z,2013-07-16T14:14:00.000Z,172.44783,-43.64912,2.942,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.147,154,0.08323,0.181,26.29854899
3367830,earthquake,2010-09-06T15:14:10.026Z,2013-07-16T14:14:00.000Z,172.16223,-43.44773,3.69,6.7059,ML,,GROPE,reviewed,,nz1dr,34,17,25,0.051,91,0.17885,0.164,8.860874363
3367832,earthquake,2010-09-06T15:24:44.744Z,2013-07-16T14:14:00.000Z,172.22934,-43.64505,4.8,15.2834,Mw,,GROPE,reviewed,,nz1dr,63,33,,0.033,69,0.15577,,13.99496449
3367838,earthquake,2010-09-06T15:37:14.488Z,2013-07-16T14:14:00.000Z,172.2726,-43.60334,2.872,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.256,151,0.12772,0.3,11.94068833
3367839,earthquake,2010-09-06T15:40:25.838Z,2013-07-16T14:14:00.000Z,172.51292,-43.57736,2.97,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.08,164,0.13141,0.255,28.35279142
3367843,earthquake,2010-09-06T15:57:11.697Z,2013-07-16T14:14:00.000Z,171.90381,-43.57948,3.171,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,11,0.27,153,0.13493,0.171,22.0616642
3367845,earthquake,2010-09-06T16:01:50.710Z,2013-07-16T14:14:00.000Z,171.92139,-43.56721,2.696,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.254,151,0.11765,0.3,20.35991871
3367849,earthquake,2010-09-06T16:11:21.998Z,2013-07-16T14:14:00.000Z,172.34161,-43.52772,3.128,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,9,0.21,151,0.13331,0.17,14.00155259
3367853,earthquake,2010-09-06T16:17:41.889Z,2013-07-16T14:14:00.000Z,172.50015,-43.60415,3.56,6.5182,ML,,GROPE,reviewed,,nz1dr,32,16,25,0.056,80,0.18304,0.161,28.09681803
3367854,earthquake,2010-09-06T16:21:41.699Z,2013-07-16T14:14:00.000Z,172.30072,-43.59246,2.957,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,7,0.235,210,0.08734,0.215,12.92099081
3367860,earthquake,2010-09-06T16:34:42.038Z,2013-07-16T14:14:00.000Z,172.21533,-43.6081,2.645,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.298,154,0.29925,0.129,9.761146051
3367863,earthquake,2010-09-06T16:43:55.769Z,2013-07-16T14:14:00.000Z,172.14522,-43.6097,2.72,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.293,157,0.10158,0.237,9.342427154
3367867,earthquake,2010-09-06T16:57:16.960Z,2013-07-16T14:14:00.000Z,171.92552,-43.54964,2.541,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.237,148,0.13579,0.122,19.69775011
3367869,earthquake,2010-09-06T17:05:36.669Z,2013-07-16T14:14:00.000Z,172.26605,-43.54195,2.872,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,3,7,0.262,201,0.29095,0.264,8.074609874
3367870,earthquake,2010-09-06T17:07:58.841Z,2013-07-16T14:14:00.000Z,172.30402,-43.56564,2.484,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.232,141,0.12398,0.142,11.7665253
3367872,earthquake,2010-09-06T17:14:22.150Z,2013-07-16T14:14:00.000Z,172.16504,-43.52077,3.889,9.1889,ML,,GROPE,reviewed,,nz1dr,32,16,29,0.054,52,0.22345,0.238,0.763878787
3367873,earthquake,2010-09-06T17:17:37.206Z,2013-07-16T14:14:00.000Z,172.11719,-43.41614,3.333,6.7244,ML,,GROPE,reviewed,,nz1dr,32,17,23,0.071,104,0.17396,0.173,13.02225764
3388391,earthquake,2010-09-06T17:41:40.733Z,2013-07-16T14:48:00.000Z,172.3493,-43.5967,2.922,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.2,145,0.19185,0.198,16.52501654
3388396,earthquake,2010-09-06T17:52:18.037Z,2013-07-16T14:48:00.000Z,172.38264,-43.56728,2.972,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.175,135,0.15474,0.21,17.86535034
3367890,earthquake,2010-09-06T18:05:56.499Z,2013-07-16T14:14:00.000Z,172.36296,-43.57087,2.679,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.189,138,0.16897,0.24,16.44653782
3367893,earthquake,2010-09-06T18:13:34.866Z,2013-07-16T14:14:00.000Z,172.35896,-43.5994,2.412,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.193,202,0.08687,0.136,17.35346728
3367896,earthquake,2010-09-06T18:21:22.084Z,2013-07-16T14:14:00.000Z,171.89362,-43.56411,2.635,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.259,151,0.22882,0.231,22.48480029
3367897,earthquake,2010-09-06T18:22:57.198Z,2013-07-16T14:14:00.000Z,172.27202,-43.59014,3.537,8.2703,ML,,GROPE,reviewed,,nz1dr,32,16,25,0.005,49,0.18089,0.156,10.91541726
3367903,earthquake,2010-09-06T18:43:58.848Z,2013-07-16T14:14:00.000Z,171.92352,-43.56187,2.673,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.249,150,0.16029,0.289,20.07116451
3367906,earthquake,2010-09-06T18:51:44.891Z,2013-07-16T14:14:00.000Z,172.26883,-43.59365,2.966,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,3,4,0.258,216,0.05601,0.137,10.97737629
3388411,earthquake,2010-09-06T18:52:01.682Z,2013-07-16T14:48:00.000Z,172.11375,-43.44753,3.148,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.045,144,0.12952,0.169,9.889857727
3367907,earthquake,2010-09-06T18:56:11.607Z,2013-07-16T14:14:00.000Z,171.93196,-43.55234,2.918,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.238,148,0.12269,0.226,19.22364109
3367909,earthquake,2010-09-06T18:57:59.533Z,2013-07-16T14:14:00.000Z,172.34853,-43.58931,2.673,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,3,0.2,144,0.25792,0.09,16.10240162
3388700,earthquake,2010-09-06T18:58:08.985Z,2013-07-16T14:48:00.000Z,172.38866,-43.5859,3.224,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,11,0.171,140,0.09304,0.189,18.94175182
3367910,earthquake,2010-09-06T18:59:53.918Z,2013-07-16T14:14:00.000Z,172.29442,-43.59959,2.475,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.24,149,0.1219,0.095,12.9788392
3367914,earthquake,2010-09-06T19:07:53.037Z,2013-07-16T14:14:00.000Z,172.27167,-43.61481,2.774,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.258,154,0.13911,0.158,12.82576456
3367915,earthquake,2010-09-06T19:10:36.596Z,2013-07-16T14:14:00.000Z,171.88699,-43.59753,2.754,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.535,158,0.10265,0.31,23.94615112
3367919,earthquake,2010-09-06T19:20:38.765Z,2013-07-16T14:14:00.000Z,172.37694,-43.5895,2.605,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,4,0.179,196,0.10552,0.112,18.20565271
3367921,earthquake,2010-09-06T19:25:42.719Z,2013-07-16T14:14:00.000Z,172.37404,-43.63925,2.925,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.191,156,0.10898,0.197,20.74881017
3367922,earthquake,2010-09-06T19:27:54.432Z,2013-07-16T14:14:00.000Z,172.24081,-43.60692,2.554,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.279,153,0.15447,0.058,10.62217712
3367923,earthquake,2010-09-06T19:31:12.002Z,2013-07-16T14:14:00.000Z,171.88007,-43.56591,3.514,7.8579,ML,,GROPE,reviewed,,nz1dr,30,14,25,0.061,122,0.19867,0.182,23.59473347
3367937,earthquake,2010-09-06T20:14:44.420Z,2013-07-16T14:14:00.000Z,172.41878,-43.63052,3.7,8.1948,ML,,GROPE,reviewed,,nz1dr,36,18,27,0.06,81,0.209,0.181,23.23749347
3367939,earthquake,2010-09-06T20:19:16.899Z,2013-07-16T14:14:00.000Z,172.44391,-43.64857,2.822,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.149,155,0.11678,0.306,25.99674907
3367940,earthquake,2010-09-06T20:24:16.623Z,2013-07-16T14:14:00.000Z,172.47609,-43.63757,3.464,8.1232,ML,,GROPE,reviewed,,nz1dr,30,15,22,0.027,67,0.20401,0.252,27.68368067
3367941,earthquake,2010-09-06T20:29:07.112Z,2013-07-16T14:14:00.000Z,172.34052,-43.59718,2.82,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.206,146,0.13257,0.215,15.92876601
3367950,earthquake,2010-09-06T20:55:03.983Z,2013-07-16T14:14:00.000Z,172.31398,-43.55311,2.529,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.226,137,0.20592,0.104,12.11597789
3367957,earthquake,2010-09-06T21:14:35.851Z,2013-07-16T14:14:00.000Z,172.6501,-43.62369,2.806,7.299,ML,,GROPE,reviewed,,nz1dr,8,5,4,0.051,196,0.23711,0.181,40.2926798
3367962,earthquake,2010-09-06T21:28:01.286Z,2013-07-16T14:15:00.000Z,172.07011,-43.59402,2.815,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,8,0.267,155,0.1288,0.225,10.82418604
3367963,earthquake,2010-09-06T21:30:19.672Z,2013-07-16T14:15:00.000Z,171.89948,-43.57034,3.056,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,8,0.263,152,0.13875,0.188,22.15865186
3367964,earthquake,2010-09-06T21:32:11.048Z,2013-07-16T14:15:00.000Z,172.35184,-43.53958,2.791,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.201,131,0.15713,0.236,14.8874253
3367965,earthquake,2010-09-06T21:34:00.245Z,2013-07-16T14:15:00.000Z,172.1864,-43.59785,3.164,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,10,0.291,153,0.14342,0.13,7.983472757
3367966,earthquake,2010-09-06T21:36:56.728Z,2013-07-16T14:15:00.000Z,172.18762,-43.57882,2.756,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.274,149,0.12772,0.222,5.943166449
3367967,earthquake,2010-09-06T21:40:06.195Z,2013-07-16T14:15:00.000Z,171.60323,-43.22526,2.6,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.334,125,0.13892,0.336,56.66723726
3388936,earthquake,2010-09-06T21:53:21.246Z,2013-07-16T14:48:00.000Z,172.37747,-43.62923,2.57,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.186,152,0.11687,0.136,20.33013484
3367970,earthquake,2010-09-06T21:54:07.467Z,2013-07-16T14:15:00.000Z,171.64653,-43.45272,2.87,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.312,128,0.11881,0.164,42.87265702
3389322,earthquake,2010-09-06T22:04:30.307Z,2013-07-16T14:48:00.000Z,172.16484,-43.49217,2.981,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.046,133,0.1458,0.211,3.915379175
3367976,earthquake,2010-09-06T22:11:46.206Z,2013-07-16T14:15:00.000Z,172.16435,-43.46682,3.269,4.956,ML,,GROPE,reviewed,,nz1dr,11,7,8,0.052,118,0.15363,0.184,6.732411653
3389331,earthquake,2010-09-06T22:14:42.120Z,2013-07-16T14:48:00.000Z,171.89174,-43.56489,2.77,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.26,151,0.15415,0.182,22.64950799
3367993,earthquake,2010-09-06T22:28:23.832Z,2013-07-16T14:15:00.000Z,172.29355,-43.60841,2.852,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.242,152,0.12068,0.207,13.55499989
3367986,earthquake,2010-09-06T22:37:15.051Z,2013-07-16T14:15:00.000Z,172.32536,-43.58273,2.937,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.216,175,0.19887,0.219,14.10318257
3367988,earthquake,2010-09-06T22:46:44.930Z,2013-07-16T14:15:00.000Z,172.2224,-43.59943,3.276,8.8227,ML,,GROPE,reviewed,,nz1dr,27,14,21,0.066,60,0.19091,0.156,9.141396228
3389470,earthquake,2010-09-06T22:58:29.685Z,2013-07-16T14:48:00.000Z,172.35425,-43.57412,2.749,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.195,195,0.09349,0.187,15.89135261
3389475,earthquake,2010-09-06T23:06:46.058Z,2013-07-16T14:48:00.000Z,171.81161,-43.54213,2.809,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.271,147,0.22478,0.408,28.77152362
3368003,earthquake,2010-09-06T23:24:33.096Z,2013-07-16T14:15:00.000Z,172.24861,-43.54232,2.819,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.264,205,0.26246,0.382,6.713694454
3368008,earthquake,2010-09-06T23:36:29.241Z,2013-07-16T14:15:00.000Z,171.87898,-43.52552,3.928,10.0196,ML,,GROPE,reviewed,,nz1dr,29,15,30,0.095,129,0.23466,0.195,23.2975605
3368010,earthquake,2010-09-06T23:41:17.896Z,2013-07-16T14:15:00.000Z,172.45633,-43.6455,2.952,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.139,152,0.12802,0.224,26.68777139
3376244,earthquake,2010-09-06T23:50:37.415Z,2013-07-16T14:39:00.000Z,172.44801,-43.58546,2.764,15.8798,ML,,GROPE,reviewed,,nz1dr,8,5,8,0.128,92,0.19761,0.309,23.4767431
3368016,earthquake,2010-09-06T23:55:42.075Z,2013-07-16T14:15:00.000Z,172.18733,-43.55341,2.537,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.251,143,0.19171,0.055,3.296268488
3368018,earthquake,2010-09-06T23:59:52.822Z,2013-07-16T14:15:00.000Z,172.49969,-43.84702,3.281,12.1997,ML,,GROPE,reviewed,,nz1dr,20,12,9,0.178,184,0.1311,0.18,44.44512693
3372389,earthquake,2010-09-07T00:00:25.878Z,2013-07-16T14:29:00.000Z,172.2056,-43.56073,2.853,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,5,0.263,145,0.19105,0.147,4.798237358
3372396,earthquake,2010-09-07T00:02:01.142Z,2013-07-16T14:29:00.000Z,172.44601,-43.64127,3.022,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,8,4,0.144,108,0.12835,0.151,25.73340723
3368020,earthquake,2010-09-07T00:05:06.920Z,2013-07-16T14:15:00.000Z,172.33987,-43.58891,3.343,9.0888,ML,,GROPE,reviewed,,nz1dr,30,15,20,0.041,53,0.17277,0.142,15.45493256
3372401,earthquake,2010-09-07T00:06:40.260Z,2013-07-16T14:29:00.000Z,172.3185,-43.61397,2.607,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.224,152,0.09447,0.288,15.49140222
3368023,earthquake,2010-09-07T00:15:05.444Z,2013-07-16T14:15:00.000Z,172.41396,-43.62792,2.642,14.3226,ML,,GROPE,reviewed,,nz1dr,8,5,3,0.16,149,0.16957,0.128,22.75755523
3368027,earthquake,2010-09-07T00:28:58.569Z,2013-07-16T14:15:00.000Z,172.39348,-43.59653,2.716,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,4,0.168,172,0.23657,0.129,19.73568823
3368031,earthquake,2010-09-07T00:39:20.008Z,2013-07-16T14:15:00.000Z,172.38626,-43.6244,2.594,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,4,5,0.179,206,0.04332,0.198,20.63631731
3368035,earthquake,2010-09-07T00:50:36.403Z,2013-07-16T14:15:00.000Z,172.41078,-43.5924,2.875,3,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,7,0.155,191,0.03383,0.324,20.86318531
3372441,earthquake,2010-09-07T00:59:39.705Z,2013-07-16T14:29:00.000Z,172.33395,-43.6064,2.382,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,4,0.212,208,0.1081,0.185,16.00740912
3372777,earthquake,2010-09-07T01:02:44.213Z,2013-07-16T14:30:00.000Z,172.11713,-43.60604,2.559,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,7,0.284,157,0.18122,0.315,9.664237921
3368039,earthquake,2010-09-07T01:04:34.210Z,2013-07-16T14:15:00.000Z,172.37498,-43.64516,3.152,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,8,0.193,114,0.18698,0.25,21.20841284
3368040,earthquake,2010-09-07T01:07:20.041Z,2013-07-16T14:15:00.000Z,172.3894,-43.60466,3.555,8.7249,ML,,GROPE,reviewed,,nz1dr,26,14,25,0.079,63,0.19838,0.147,19.80776075
3368041,earthquake,2010-09-07T01:12:36.372Z,2013-07-16T14:15:00.000Z,172.43541,-43.58759,2.803,14.1547,ML,,GROPE,reviewed,,nz1dr,7,4,4,0.137,185,0.28231,0.139,22.5712439
3368042,earthquake,2010-09-07T01:15:18.459Z,2013-07-16T14:15:00.000Z,172.38191,-43.55975,3.582,7.6657,ML,,GROPE,reviewed,,nz1dr,34,17,26,0.061,44,0.16434,0.213,17.61912791
3368049,earthquake,2010-09-07T01:33:59.460Z,2013-07-16T14:15:00.000Z,172.36572,-43.58481,2.466,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,3,0.187,141,0.26568,0.087,17.17235865
3368058,earthquake,2010-09-07T01:39:07.083Z,2013-07-16T14:15:00.000Z,172.32773,-43.55262,3.017,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.283,126,0.13584,0.257,13.18369094
3368053,earthquake,2010-09-07T01:41:44.565Z,2013-07-16T14:15:00.000Z,172.0918,-43.60648,2.785,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.282,136,0.10491,0.227,10.72986713
3368055,earthquake,2010-09-07T01:48:50.905Z,2013-07-16T14:15:00.000Z,172.35753,-43.62309,2.692,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,6,0.198,131,0.17853,0.232,18.61957115
3368056,earthquake,2010-09-07T01:50:16.209Z,2013-07-16T14:15:00.000Z,172.1813,-43.53687,2.676,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,9,5,0.234,99,0.13261,0.142,1.513269719
3368061,earthquake,2010-09-07T02:03:31.940Z,2013-07-16T14:15:00.000Z,172.37578,-43.56649,2.564,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.18,136,0.14338,0.127,17.30818514
3368066,earthquake,2010-09-07T02:12:06.317Z,2013-07-16T14:15:00.000Z,172.37947,-43.57884,2.642,3,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,8,0.177,138,0.07602,0.318,17.98379289
3368068,earthquake,2010-09-07T02:19:26.196Z,2013-07-16T14:15:00.000Z,172.15904,-43.63218,3.121,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,9,9,0.317,115,0.21013,0.159,11.6830285
3368076,earthquake,2010-09-07T02:47:04.840Z,2013-07-16T14:15:00.000Z,172.17007,-43.59495,2.77,3,ML,operator assigned,GROPE,reviewed,,nz1dr,11,9,4,0.284,132,0.17491,0.284,7.523182772
3368077,earthquake,2010-09-07T02:49:15.034Z,2013-07-16T14:15:00.000Z,171.88789,-43.5539,2.512,3,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.251,149,0.07118,0.224,22.76586333
3373450,earthquake,2010-09-07T02:51:18.432Z,2013-07-16T14:32:00.000Z,172.33887,-43.6161,2.605,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.21,151,0.15326,0.25,16.94408352
