publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3373407,earthquake,2010-09-07T02:53:52.670Z,2013-07-16T14:32:00.000Z,172.0058,-43.6356,2.641,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,4,0.309,164,0.11883,0.089,17.76406666
3368083,earthquake,2010-09-07T03:04:09.199Z,2013-07-16T14:15:00.000Z,172.28836,-43.56548,3.391,8.9693,ML,,GROPE,reviewed,,nz1dr,30,15,22,0.007,58,0.21002,0.181,10.59283833
3368084,earthquake,2010-09-07T03:10:49.420Z,2013-07-16T14:15:00.000Z,172.3394,-43.60327,2.911,12,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,5,0.208,206,0.03933,0.236,16.19214139
3368098,earthquake,2010-09-07T03:46:28.700Z,2013-07-16T14:15:00.000Z,172.09613,-43.61114,2.402,3,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,7,0.287,111,0.07887,0.131,10.97090114
3368100,earthquake,2010-09-07T03:53:06.854Z,2013-07-16T14:15:00.000Z,172.13251,-43.49569,3.48,8.8173,ML,,GROPE,reviewed,,nz1dr,36,18,23,0.023,66,0.16674,0.189,4.53051231
3368108,earthquake,2010-09-07T04:11:07.072Z,2013-07-16T14:15:00.000Z,172.1843,-43.45299,2.639,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,9,0.165,125,0.28979,0.259,8.368729137
3368111,earthquake,2010-09-07T04:22:19.051Z,2013-07-16T14:15:00.000Z,172.16507,-43.5093,2.184,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.204,136,0.07756,0.093,2.015947352
3368123,earthquake,2010-09-07T04:56:28.733Z,2013-07-16T14:15:00.000Z,172.28122,-43.56471,3.002,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.249,123,0.12334,0.235,10.03249601
3368130,earthquake,2010-09-07T05:11:37.853Z,2013-07-16T14:15:00.000Z,172.4545,-43.61432,2.97,12,ML,operator assigned,GROPE,reviewed,,nz1dr,13,10,7,0.128,99,0.13622,0.247,25.03156852
3368132,earthquake,2010-09-07T05:19:14.389Z,2013-07-16T14:15:00.000Z,172.4621,-43.63038,2.514,3.9764,ML,,GROPE,reviewed,,nz1dr,9,5,3,0.129,146,0.06187,0.125,26.32145815
3368135,earthquake,2010-09-07T05:27:36.226Z,2013-07-16T14:15:00.000Z,172.35638,-43.60094,2.401,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.195,204,0.0821,0.25,17.24980683
3375156,earthquake,2010-09-07T05:41:03.492Z,2013-07-16T14:36:00.000Z,172.18262,-43.47612,2.584,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.182,113,0.14633,0.13,5.813910602
3368144,earthquake,2010-09-07T05:55:42.584Z,2013-07-16T14:15:00.000Z,171.95984,-43.62115,2.974,3,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.299,161,0.07392,0.191,19.74638703
3368148,earthquake,2010-09-07T06:04:33.932Z,2013-07-16T14:15:00.000Z,172.40942,-43.54927,3.255,7.3071,ML,,GROPE,reviewed,,nz1dr,37,19,21,0.074,43,0.17238,0.223,19.61748249
3368149,earthquake,2010-09-07T06:06:57.516Z,2013-07-16T14:15:00.000Z,171.88049,-43.56316,2.606,13.4637,ML,,GROPE,reviewed,,nz1dr,9,6,9,0.262,130,0.21291,0.209,23.50818865
3368151,earthquake,2010-09-07T06:14:00.026Z,2013-07-16T14:15:00.000Z,172.20399,-43.64301,2.725,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,5,0.312,164,0.11937,0.205,13.18884765
3368156,earthquake,2010-09-07T06:31:17.372Z,2013-07-16T14:15:00.000Z,172.10735,-43.60278,2.65,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,8,5,0.28,111,0.13201,0.192,9.708532237
3368160,earthquake,2010-09-07T06:40:05.961Z,2013-07-16T14:16:00.000Z,171.71867,-43.54746,3.775,13.0227,ML,,GROPE,reviewed,,nz1dr,28,14,31,0.102,138,0.11412,0.156,36.28395227
3368162,earthquake,2010-09-07T06:47:19.019Z,2013-07-16T14:16:00.000Z,171.8725,-43.6081,2.884,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,9,8,0.305,111,0.20485,0.217,25.44163342
3368165,earthquake,2010-09-07T06:53:00.187Z,2013-07-16T14:16:00.000Z,172.44447,-43.6275,2.97,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,7,0.139,146,0.08392,0.229,24.90623478
3368167,earthquake,2010-09-07T06:59:23.640Z,2013-07-16T14:16:00.000Z,172.28462,-43.56189,2.512,3,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.246,141,0.1603,0.107,10.15993031
3368168,earthquake,2010-09-07T07:03:57.261Z,2013-07-16T14:16:00.000Z,172.20888,-43.57295,2.559,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,9,0.275,147,0.1972,0.229,6.053178929
3368171,earthquake,2010-09-07T07:12:11.906Z,2013-07-16T14:16:00.000Z,172.17586,-43.48945,2.754,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.191,115,0.16129,0.177,4.258018116
3368172,earthquake,2010-09-07T07:15:14.824Z,2013-07-16T14:16:00.000Z,171.94395,-43.56361,3.123,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,9,0.246,106,0.17293,0.19,18.49869345
3368173,earthquake,2010-09-07T07:19:01.399Z,2013-07-16T14:16:00.000Z,172.18729,-43.54075,2.353,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,8,0.239,142,0.16154,0.181,2.160219074
3368175,earthquake,2010-09-07T07:20:19.136Z,2013-07-16T14:16:00.000Z,172.43188,-43.52438,2.4,9.0101,ML,,GROPE,reviewed,,nz1dr,9,5,3,0.148,120,0.24918,0.155,21.28222925
3368178,earthquake,2010-09-07T07:30:10.638Z,2013-07-16T14:16:00.000Z,172.36684,-43.56763,2.454,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.186,137,0.14344,0.274,16.64540065
3368179,earthquake,2010-09-07T07:34:20.706Z,2013-07-16T14:16:00.000Z,171.91595,-43.54303,2.752,2.8986,ML,,GROPE,reviewed,,nz1dr,10,6,6,0.233,147,0.10416,0.194,20.38821551
3368182,earthquake,2010-09-07T07:44:50.300Z,2013-07-16T14:16:00.000Z,172.35307,-43.56174,3.318,6.0025,ML,,GROPE,reviewed,,nz1dr,28,14,20,0.04,49,0.16799,0.174,15.40450449
3375745,earthquake,2010-09-07T07:49:39.769Z,2013-07-16T14:37:00.000Z,172.16728,-43.60006,3.65,9.7817,ML,,GROPE,reviewed,,nz1dr,28,14,24,0.077,81,0.21067,0.178,8.089605702
3368186,earthquake,2010-09-07T07:53:25.811Z,2013-07-16T14:16:00.000Z,172.36034,-43.57512,2.641,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.191,139,0.16468,0.068,16.39146659
3368189,earthquake,2010-09-07T08:01:39.641Z,2013-07-16T14:16:00.000Z,172.16905,-43.46141,3.242,5,ML,operator assigned,GROPE,reviewed,,nz1dr,16,11,12,0.164,91,0.14755,0.144,7.328292687
3368191,earthquake,2010-09-07T08:08:14.381Z,2013-07-16T14:16:00.000Z,172.13467,-43.4249,3.478,6.6853,ML,,GROPE,reviewed,,nz1dr,32,16,22,0.071,104,0.17602,0.182,11.69962989
3368194,earthquake,2010-09-07T08:16:18.411Z,2013-07-16T14:16:00.000Z,172.31882,-43.57853,2.677,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,6,0.221,143,0.14503,0.213,13.42679504
3368197,earthquake,2010-09-07T08:24:52.206Z,2013-07-16T14:16:00.000Z,172.36644,-43.57359,2.881,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.187,138,0.10409,0.203,16.80455864
3368198,earthquake,2010-09-07T08:28:03.485Z,2013-07-16T14:16:00.000Z,172.18394,-43.44949,3.537,5.5331,ML,,GROPE,reviewed,,nz1dr,30,15,22,0.038,107,0.15091,0.177,8.748930371
3368200,earthquake,2010-09-07T08:33:17.780Z,2013-07-16T14:16:00.000Z,172.46385,-43.6242,2.645,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,5,0.125,143,0.1563,0.134,26.15910316
3368201,earthquake,2010-09-07T08:36:09.530Z,2013-07-16T14:16:00.000Z,172.38896,-43.58567,2.53,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,3,0.17,139,0.13987,0.202,18.95571479
3368206,earthquake,2010-09-07T08:50:00.604Z,2013-07-16T14:16:00.000Z,172.46806,-43.61501,2.556,3,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,5,0.119,139,0.14076,0.123,26.07099994
3368207,earthquake,2010-09-07T08:52:38.369Z,2013-07-16T14:16:00.000Z,172.15135,-43.59487,3.927,6.0303,ML,,GROPE,reviewed,,nz1dr,34,17,35,0.036,83,0.19551,0.228,7.630335453
3368209,earthquake,2010-09-07T08:59:37.424Z,2013-07-16T14:16:00.000Z,172.09862,-43.33559,2.896,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,11,5,0.045,89,0.20096,0.25,22.04091734
3368217,earthquake,2010-09-07T09:07:50.508Z,2013-07-16T14:16:00.000Z,172.38304,-43.56069,3.758,8.5137,ML,,GROPE,reviewed,,nz1dr,28,14,15,0.175,74,0.21827,0.191,17.72974062
3368211,earthquake,2010-09-07T09:08:16.463Z,2013-07-16T14:16:00.000Z,172.53505,-43.5249,3.4,18.7759,Mw,,GROPE,reviewed,,nz1dr,33,17,,0.04,57,0.21003,,29.59872357
3368218,earthquake,2010-09-07T09:29:41.752Z,2013-07-16T14:16:00.000Z,172.41202,-43.61956,2.777,18.3915,ML,,GROPE,reviewed,,nz1dr,10,6,3,0.159,200,0.1835,0.082,22.17781068
3368219,earthquake,2010-09-07T09:32:58.863Z,2013-07-16T14:16:00.000Z,171.9325,-43.55859,3.014,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,10,8,0.243,105,0.22429,0.123,19.2927071
3376255,earthquake,2010-09-07T09:33:48.234Z,2013-07-16T14:39:00.000Z,171.93559,-43.54901,3.008,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,6,0.234,129,0.17494,0.126,18.88381301
3368226,earthquake,2010-09-07T09:51:30.491Z,2013-07-16T14:16:00.000Z,171.72896,-43.56557,2.731,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,10,0.328,151,0.18529,0.367,35.63480342
3368229,earthquake,2010-09-07T10:00:51.707Z,2013-07-16T14:16:00.000Z,172.37892,-43.5643,3.004,3,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,13,0.178,135,0.11193,0.316,17.49467287
3368230,earthquake,2010-09-07T10:05:03.180Z,2013-07-16T14:16:00.000Z,172.06644,-43.56297,3.332,8.5972,ML,,GROPE,reviewed,,nz1dr,22,13,20,0.046,69,0.1729,0.187,9.090987782
3368234,earthquake,2010-09-07T10:12:25.823Z,2013-07-16T14:16:00.000Z,172.34068,-43.60088,2.438,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.207,148,0.13106,0.126,16.14417766
3368236,earthquake,2010-09-07T10:19:27.266Z,2013-07-16T14:16:00.000Z,172.38551,-43.5771,2.51,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,7,9,0.173,137,0.24801,0.328,18.38688344
3368247,earthquake,2010-09-07T10:49:19.560Z,2013-07-16T14:16:00.000Z,172.14275,-43.44202,2.678,8.7781,ML,,GROPE,reviewed,,nz1dr,13,8,10,0.138,125,0.25256,0.325,9.699121157
3368248,earthquake,2010-09-07T10:55:11.808Z,2013-07-16T14:16:00.000Z,172.40364,-43.56105,2.432,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,5,8,0.16,132,0.18019,0.253,19.36407155
3368249,earthquake,2010-09-07T10:59:14.790Z,2013-07-16T14:16:00.000Z,172.21645,-43.61994,2.609,3,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,8,0.299,112,0.09116,0.288,11.01642937
3368251,earthquake,2010-09-07T11:07:00.086Z,2013-07-16T14:16:00.000Z,172.39511,-43.62747,3.646,8.6718,ML,,GROPE,reviewed,,nz1dr,30,15,26,0.076,78,0.17038,0.184,21.42224541
3368254,earthquake,2010-09-07T11:15:00.792Z,2013-07-16T14:16:00.000Z,171.89792,-43.57962,2.698,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,9,0.272,108,0.18379,0.384,22.52395212
3368257,earthquake,2010-09-07T11:26:26.495Z,2013-07-16T14:16:00.000Z,172.27377,-43.5831,2.566,3,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.254,147,0.09699,0.294,10.54584084
3368258,earthquake,2010-09-07T11:28:16.382Z,2013-07-16T14:16:00.000Z,172.07594,-43.60781,2.771,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,8,0.282,136,0.08299,0.366,11.62173999
3368259,earthquake,2010-09-07T11:30:52.237Z,2013-07-16T14:16:00.000Z,172.36543,-43.64577,3.186,5,ML,operator assigned,GROPE,reviewed,,nz1dr,15,11,8,0.2,114,0.15192,0.234,20.65224275
3368262,earthquake,2010-09-07T11:37:37.252Z,2013-07-16T14:16:00.000Z,172.17398,-43.5445,2.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,10,0.238,143,0.14928,0.272,1.97247614
3368265,earthquake,2010-09-07T11:50:23.999Z,2013-07-16T14:16:00.000Z,172.35982,-43.5957,2.648,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,3,0.192,144,0.12186,0.146,17.22987628
3368268,earthquake,2010-09-07T11:57:36.030Z,2013-07-16T14:16:00.000Z,172.18512,-43.60927,2.514,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.301,135,0.16978,0.283,9.218045949
3377424,earthquake,2010-09-07T12:06:31.999Z,2013-07-16T14:40:00.000Z,172.15454,-43.42163,2.673,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,9,0.127,121,0.20851,0.311,11.80072153
3368276,earthquake,2010-09-07T12:13:21.501Z,2013-07-16T14:16:00.000Z,171.89462,-43.6036,3.092,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,8,0.295,158,0.1348,0.192,23.5989159
3368287,earthquake,2010-09-07T12:41:09.849Z,2013-08-13T11:00:00.000Z,172.4019,-43.56191,4.3,9.324,Mw,,GROPE,reviewed,,nz1dr,57,35,,0.036,44,0.19759,,19.24526291
3368291,earthquake,2010-09-07T12:50:31.119Z,2013-07-16T14:16:00.000Z,172.50092,-43.61507,2.57,11.718,ML,,GROPE,reviewed,,nz1dr,9,5,9,0.097,134,0.12708,0.311,28.54556928
3378967,earthquake,2010-09-07T12:55:26.883Z,2013-07-16T14:43:00.000Z,172.32045,-43.57207,2.598,17.0943,ML,,GROPE,reviewed,,nz1dr,10,6,5,0.22,142,0.10007,0.183,13.2604814
3368293,earthquake,2010-09-07T13:00:02.592Z,2013-07-16T14:16:00.000Z,172.37103,-43.57177,2.7,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,5,0.183,137,0.16883,0.15,17.09769738
3368294,earthquake,2010-09-07T13:01:30.190Z,2013-07-16T14:16:00.000Z,172.37695,-43.56195,2.895,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,5,0.179,134,0.16954,0.242,17.28059134
3368295,earthquake,2010-09-07T13:04:13.701Z,2013-07-16T14:16:00.000Z,172.28047,-43.62717,2.454,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,10,0.254,157,0.17461,0.329,14.33415573
3368296,earthquake,2010-09-07T13:09:27.257Z,2013-07-16T14:16:00.000Z,172.16357,-43.45596,2.742,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.158,127,0.15048,0.224,7.941586077
3368297,earthquake,2010-09-07T13:11:30.950Z,2013-07-16T14:16:00.000Z,172.27672,-43.58072,2.445,3,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.252,146,0.13936,0.28,10.58846469
3368299,earthquake,2010-09-07T13:14:48.972Z,2013-07-16T14:16:00.000Z,172.07388,-43.6065,2.574,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.28,157,0.1677,0.152,11.61755134
3368311,earthquake,2010-09-07T13:57:21.903Z,2013-07-16T14:16:00.000Z,172.40561,-43.58317,3.316,6.9376,ML,,GROPE,reviewed,,nz1dr,28,14,20,0.1,67,0.15369,0.17,20.13444709
3368319,earthquake,2010-09-07T14:17:30.923Z,2013-07-16T14:16:00.000Z,172.43008,-43.54607,3.154,12,ML,operator assigned,GROPE,reviewed,,nz1dr,14,10,7,0.143,85,0.12499,0.111,21.23352829
3368320,earthquake,2010-09-07T14:19:45.172Z,2013-07-16T14:16:00.000Z,172.34569,-43.59161,2.872,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,12,0.202,144,0.09477,0.348,16.00822428
3368331,earthquake,2010-09-07T14:43:44.348Z,2013-07-16T14:16:00.000Z,171.98843,-43.57682,2.418,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,6,7,0.252,153,0.23118,0.217,15.47853316
3368333,earthquake,2010-09-07T14:49:22.821Z,2013-07-16T14:16:00.000Z,172.32777,-43.53852,3.496,7.4925,ML,,GROPE,reviewed,,nz1dr,28,14,22,0.032,64,0.16607,0.189,12.94468281
3368337,earthquake,2010-09-07T14:57:09.863Z,2013-07-16T14:16:00.000Z,172.29654,-43.56627,2.668,12,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,6,0.238,141,0.13538,0.254,11.23351444
3368348,earthquake,2010-09-07T15:26:01.037Z,2013-07-16T14:16:00.000Z,171.88667,-43.5627,3.115,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,10,0.26,150,0.06794,0.167,23.00874727
3368350,earthquake,2010-09-07T15:31:44.900Z,2013-07-16T14:16:00.000Z,172.4826,-43.62358,2.637,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,10,0.112,140,0.19177,0.365,27.51574002
3368356,earthquake,2010-09-07T15:47:20.458Z,2013-07-16T14:17:00.000Z,172.37885,-43.55983,3.739,5.5358,ML,,GROPE,reviewed,,nz1dr,32,16,31,0.059,75,0.18012,0.145,17.3796279
3368357,earthquake,2010-09-07T15:51:43.779Z,2013-07-16T14:17:00.000Z,172.27338,-43.57288,2.822,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.254,144,0.1404,0.153,9.89362272
3368359,earthquake,2010-09-07T15:55:47.826Z,2013-07-16T14:17:00.000Z,172.3183,-43.53407,2.554,2,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,4,0.226,114,0.20063,0.105,12.14484537
3368361,earthquake,2010-09-07T15:59:14.509Z,2013-07-16T14:17:00.000Z,172.14282,-43.48438,4.3,8.7677,Mw,,GROPE,reviewed,,nz1dr,41,24,,0.03,58,0.19026,,5.18571477
3368365,earthquake,2010-09-07T16:10:31.655Z,2013-07-16T14:17:00.000Z,172.28809,-43.60363,2.516,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.245,150,0.24254,0.197,12.87368154
3368367,earthquake,2010-09-07T16:17:47.254Z,2013-07-16T14:17:00.000Z,171.8605,-43.59803,3.024,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,9,7,0.3,110,0.23714,0.203,25.98990741
3368369,earthquake,2010-09-07T16:22:16.690Z,2013-07-16T14:17:00.000Z,172.04156,-43.59733,2.778,2,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.27,156,0.08547,0.223,12.81848918
3368373,earthquake,2010-09-07T16:31:33.290Z,2013-07-16T14:17:00.000Z,172.25377,-43.60587,2.806,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,7,6,0.27,153,0.18622,0.157,11.14131486
3368381,earthquake,2010-09-07T16:51:51.858Z,2013-07-16T14:17:00.000Z,171.9532,-43.55488,2.502,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,11,0.236,149,0.08981,0.276,17.57808009
3368385,earthquake,2010-09-07T17:06:40.046Z,2013-07-16T14:17:00.000Z,172.15288,-43.57272,2.963,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.259,105,0.1448,0.197,5.193180632
3368391,earthquake,2010-09-07T17:25:15.606Z,2013-07-16T14:17:00.000Z,172.24489,-43.60568,2.391,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.276,153,0.1493,0.276,10.69472761
3368397,earthquake,2010-09-07T17:38:39.780Z,2013-07-16T14:17:00.000Z,172.08841,-43.60254,2.64,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,11,0.277,156,0.12174,0.13,10.53739384
3380535,earthquake,2010-09-07T17:47:55.302Z,2013-07-16T14:46:00.000Z,172.44148,-43.63482,2.826,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.144,150,0.11386,0.133,25.06765174
3380541,earthquake,2010-09-07T18:02:30.150Z,2013-07-16T14:46:00.000Z,172.42197,-43.59809,2.431,3,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.148,191,0.06492,0.306,21.92923902
3368408,earthquake,2010-09-07T18:04:38.093Z,2013-07-16T14:17:00.000Z,172.16914,-43.58216,2.855,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,8,6,0.272,130,0.18565,0.203,6.099808293
3368409,earthquake,2010-09-07T18:09:10.590Z,2013-07-16T14:17:00.000Z,172.3513,-43.59584,3.743,10.7405,ML,,GROPE,reviewed,,nz1dr,38,19,30,0.052,56,0.19245,0.209,16.6237334
3368411,earthquake,2010-09-07T18:15:27.555Z,2013-07-16T14:17:00.000Z,171.90036,-43.55429,3.114,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,8,6,0.248,149,0.1531,0.238,21.77550404
3368414,earthquake,2010-09-07T18:22:24.665Z,2013-07-16T14:17:00.000Z,172.30635,-43.54722,3.602,9.1888,ML,,GROPE,reviewed,,nz1dr,34,17,29,0.016,63,0.19752,0.207,11.37450444
3368419,earthquake,2010-09-07T18:30:34.745Z,2013-07-16T14:17:00.000Z,171.88106,-43.57154,2.846,5,ML,operator assigned,GROPE,reviewed,,nz1dr,14,9,6,0.269,107,0.20149,0.122,23.63749859
3368424,earthquake,2010-09-07T18:41:31.406Z,2013-07-16T14:17:00.000Z,171.97101,-43.52423,2.397,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.203,143,0.15855,0.106,15.88087854
3368427,earthquake,2010-09-07T18:53:57.052Z,2013-07-16T14:17:00.000Z,172.17006,-43.51339,2.637,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,4,0.209,137,0.1346,0.17,1.557243623
3368433,earthquake,2010-09-07T19:14:38.202Z,2013-07-16T14:17:00.000Z,172.367,-43.64837,2.602,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.199,115,0.14884,0.146,20.93424553
3368437,earthquake,2010-09-07T19:21:46.580Z,2013-07-16T14:17:00.000Z,172.40741,-43.63651,3.291,9.206,ML,,GROPE,reviewed,,nz1dr,18,13,20,0.064,88,0.11597,0.237,22.79259389
3368448,earthquake,2010-09-07T19:26:08.669Z,2013-07-16T14:17:00.000Z,172.3416,-43.59602,3.475,9.666,ML,,GROPE,reviewed,,nz1dr,28,14,20,0.047,79,0.17482,0.208,15.94269365
3368440,earthquake,2010-09-07T19:34:33.943Z,2013-07-16T14:17:00.000Z,171.89236,-43.59226,2.874,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,6,0.285,135,0.12686,0.172,23.35061389
3368443,earthquake,2010-09-07T19:42:45.099Z,2013-07-16T14:17:00.000Z,172.40195,-43.57739,4.012,6.8551,ML,,GROPE,reviewed,,nz1dr,48,24,34,0.023,52,0.15329,0.24,19.66337877
3368445,earthquake,2010-09-07T19:49:57.638Z,2013-07-16T14:17:00.000Z,172.70235,-43.59204,4.7,7.4851,Mw,,GROPE,reviewed,,nz1dr,64,40,,0.024,130,0.22654,,43.65909581
3380984,earthquake,2010-09-07T20:02:48.866Z,2013-07-16T14:47:00.000Z,172.59624,-43.58949,3.113,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.023,105,0.12134,0.239,35.19808558
3368450,earthquake,2010-09-07T20:03:40.587Z,2013-07-16T14:17:00.000Z,172.35063,-43.6123,3.374,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,12,0.201,149,0.11066,0.192,17.49116442
3380995,earthquake,2010-09-07T20:08:45.395Z,2013-07-16T14:47:00.000Z,172.62892,-43.57989,2.69,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,3,0.006,187,0.14062,0.109,37.60589592
3368452,earthquake,2010-09-07T20:09:28.007Z,2013-07-16T14:17:00.000Z,172.1685,-43.60662,2.59,3,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,5,0.295,156,0.09125,0.118,8.818985047
3368453,earthquake,2010-09-07T20:15:46.620Z,2013-07-16T14:17:00.000Z,172.68251,-43.58176,3.879,7.507,ML,,GROPE,reviewed,,nz1dr,45,23,26,0.041,115,0.17961,0.248,41.9062668
3368459,earthquake,2010-09-07T20:27:16.784Z,2013-07-16T14:17:00.000Z,172.18419,-43.46335,2.552,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.173,126,0.12684,0.087,7.231812571
3368461,earthquake,2010-09-07T20:33:09.529Z,2013-07-16T14:17:00.000Z,171.84875,-43.58932,2.963,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,7,0.296,134,0.16494,0.137,26.62852163
3368463,earthquake,2010-09-07T20:36:39.086Z,2013-07-16T14:17:00.000Z,172.08501,-43.59991,2.548,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,5,0.274,156,0.10971,0.103,10.47937255
3368471,earthquake,2010-09-07T21:01:37.594Z,2013-07-16T14:17:00.000Z,172.38153,-43.55746,4,6.9385,Mw,,GROPE,reviewed,,nz1dr,54,28,,0.037,44,0.19874,,17.53902121
3368476,earthquake,2010-09-07T21:13:50.817Z,2013-07-16T14:17:00.000Z,172.06949,-43.6046,2.759,5,ML,operator assigned,GROPE,reviewed,,nz1dr,13,8,5,0.278,157,0.15406,0.229,11.6952696
3368481,earthquake,2010-09-07T21:26:40.979Z,2013-07-16T14:17:00.000Z,172.13066,-43.6144,2.68,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,8,0.295,137,0.11297,0.237,10.13901324
3368485,earthquake,2010-09-07T21:37:04.540Z,2013-07-16T14:17:00.000Z,172.31285,-43.59966,3.558,10.0255,ML,,GROPE,reviewed,,nz1dr,34,17,23,0.029,54,0.1894,0.251,14.17908881
3368486,earthquake,2010-09-07T21:39:41.913Z,2013-07-16T14:17:00.000Z,172.68999,-43.58127,3.8,7.1612,Mw,,GROPE,reviewed,,nz1dr,47,25,,0.038,124,0.1867,,42.49524705
3368489,earthquake,2010-09-07T21:50:38.106Z,2013-07-16T14:17:00.000Z,172.20192,-43.61151,2.57,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,9,0.308,178,0.04803,0.286,9.754639474
3368494,earthquake,2010-09-07T22:00:42.941Z,2013-07-16T14:17:00.000Z,172.26337,-43.61356,3.378,9.0842,ML,,GROPE,reviewed,,nz1dr,30,15,23,0.057,58,0.16789,0.235,12.29175757
